,count,count_of_count,percent
848,605,1,3.074670525993111e-05
849,345,17,0.0005226939894188288
850,92,688,0.021153733218832602
851,541,5,0.00015373352629965555
852,971,3,9.224011577979332e-05
853,660,4,0.00012298682103972444
854,910,3,9.224011577979332e-05
855,437,11,0.0003382137578592422
856,236,70,0.0021522693681951775
857,941,1,3.074670525993111e-05
858,998,1,3.074670525993111e-05
859,1065,6,0.00018448023155958663
860,949,2,6.149341051986222e-05
861,1795,1,3.074670525993111e-05
862,197,111,0.0034128842838523532
863,135,267,0.008209370304401605
864,493,10,0.0003074670525993111
865,1064,1,3.074670525993111e-05
866,454,14,0.0004304538736390355
867,759,2,6.149341051986222e-05
868,879,3,9.224011577979332e-05
869,482,5,0.00015373352629965555
870,1193,1,3.074670525993111e-05
871,227,75,0.0023060028944948334
872,500,8,0.0002459736420794489
873,311,34,0.0010453879788376577
874,73,1184,0.03640409902775843
875,103,502,0.015434846040485417
876,2646,1,3.074670525993111e-05
877,1252,1,3.074670525993111e-05
878,1171,1,3.074670525993111e-05
879,1236,1,3.074670525993111e-05
880,1085,1,3.074670525993111e-05
881,239,63,0.0019370424313756597
882,121,338,0.010392386377856715
883,420,16,0.0004919472841588978
884,561,2,6.149341051986222e-05
885,755,2,6.149341051986222e-05
886,1184,1,3.074670525993111e-05
887,196,123,0.0037818447469715262
888,291,34,0.0010453879788376577
889,15,21377,0.6572723183415473
890,859,2,6.149341051986222e-05
891,842,2,6.149341051986222e-05
892,767,4,0.00012298682103972444
893,2386,1,3.074670525993111e-05
894,61,1763,0.05420644137325855
895,1043,1,3.074670525993111e-05
896,244,69,0.0021215226629352464
897,602,5,0.00015373352629965555
898,1088,1,3.074670525993111e-05
899,1124,1,3.074670525993111e-05
900,691,3,9.224011577979332e-05
901,468,7,0.00021522693681951774
902,697,2,6.149341051986222e-05
903,721,2,6.149341051986222e-05
904,251,50,0.0015373352629965554
905,1100,1,3.074670525993111e-05
906,705,4,0.00012298682103972444
907,104,567,0.01743338188238094
908,1270,1,3.074670525993111e-05
909,171,152,0.004673499199509528
910,397,17,0.0005226939894188288
911,604,6,0.00018448023155958663
912,427,10,0.0003074670525993111
913,786,2,6.149341051986222e-05
914,347,24,0.0007379209262383465
915,179,145,0.0044582722626900105
916,562,5,0.00015373352629965555
917,636,2,6.149341051986222e-05
918,321,17,0.0005226939894188288
919,1387,2,6.149341051986222e-05
920,105,533,0.016387993903543282
921,402,20,0.0006149341051986222
922,804,3,9.224011577979332e-05
923,445,10,0.0003074670525993111
924,866,2,6.149341051986222e-05
925,889,1,3.074670525993111e-05
926,2844,1,3.074670525993111e-05
927,776,1,3.074670525993111e-05
928,467,10,0.0003074670525993111
929,327,35,0.0010761346840975888
930,253,48,0.001475841852476693
931,692,4,0.00012298682103972444
932,581,4,0.00012298682103972444
933,14,28264,0.8690248774666929
934,1121,1,3.074670525993111e-05
935,109,430,0.013221083261770378
936,1566,1,3.074670525993111e-05
937,133,269,0.008270863714921467
938,1134,1,3.074670525993111e-05
939,1714,1,3.074670525993111e-05
940,372,18,0.0005534406946787599
941,339,23,0.0007071742209784154
942,600,5,0.00015373352629965555
943,772,1,3.074670525993111e-05
944,335,28,0.000860907747278071
945,603,2,6.149341051986222e-05
946,591,4,0.00012298682103972444
947,808,1,3.074670525993111e-05
948,383,15,0.0004612005788989666
949,2484,1,3.074670525993111e-05
950,301,35,0.0010761346840975888
951,7,70800,2.1768667324031226
952,1011,1,3.074670525993111e-05
953,757,2,6.149341051986222e-05
954,827,1,3.074670525993111e-05
955,254,73,0.002244509483974971
956,377,21,0.0006456808104585533
957,952,2,6.149341051986222e-05
958,159,185,0.0056881404730872555
959,1402,1,3.074670525993111e-05
960,432,9,0.00027672034733937996
961,986,2,6.149341051986222e-05
962,619,1,3.074670525993111e-05
963,890,5,0.00015373352629965555
964,20,25642,0.7884070162751534
965,1394,1,3.074670525993111e-05
966,1061,1,3.074670525993111e-05
967,319,33,0.0010146412735777266
968,1,1128954,34.71161589002026
969,76,1074,0.03302196144916601
970,517,5,0.00015373352629965555
971,1873,1,3.074670525993111e-05
972,1082,1,3.074670525993111e-05
973,129,286,0.008793557704340297
974,203,96,0.002951683704953386
975,789,2,6.149341051986222e-05
976,1181,1,3.074670525993111e-05
977,346,24,0.0007379209262383465
978,71,1185,0.03643484573301837
979,267,43,0.0013221083261770376
980,68,1375,0.04227671973240528
981,1002,1,3.074670525993111e-05
982,773,1,3.074670525993111e-05
983,146,231,0.007102488915044086
984,80,1210,0.03720351336451665
985,1172,1,3.074670525993111e-05
986,861,1,3.074670525993111e-05
987,511,6,0.00018448023155958663
988,162,189,0.00581112729412698
989,738,1,3.074670525993111e-05
990,797,1,3.074670525993111e-05
991,1183,1,3.074670525993111e-05
992,582,7,0.00021522693681951774
993,2013,2,6.149341051986222e-05
994,943,2,6.149341051986222e-05
995,330,33,0.0010146412735777266
996,751,6,0.00018448023155958663
997,237,78,0.002398243010274626
998,451,12,0.00036896046311917326
999,262,43,0.0013221083261770376
1000,323,33,0.0010146412735777266
1001,337,20,0.0006149341051986222
1002,348,25,0.0007686676314982777
1003,504,5,0.00015373352629965555
1004,238,67,0.0020600292524153843
1005,399,16,0.0004919472841588978
1006,112,430,0.013221083261770378
1007,560,1,3.074670525993111e-05
1008,547,1,3.074670525993111e-05
1009,818,1,3.074670525993111e-05
1010,613,8,0.0002459736420794489
1011,268,47,0.001445095147216762
1012,737,4,0.00012298682103972444
1013,569,5,0.00015373352629965555
1014,124,342,0.010515373198896439
1015,615,1,3.074670525993111e-05
1016,452,10,0.0003074670525993111
1017,798,1,3.074670525993111e-05
1018,830,1,3.074670525993111e-05
1019,1545,1,3.074670525993111e-05
1020,200,102,0.003136163936512973
1021,2212,1,3.074670525993111e-05
1022,601,3,9.224011577979332e-05
1023,590,9,0.00027672034733937996
1024,82,1018,0.03130014595460987
1025,990,2,6.149341051986222e-05
1026,202,102,0.003136163936512973
1027,685,6,0.00018448023155958663
1028,905,2,6.149341051986222e-05
1029,973,1,3.074670525993111e-05
1030,610,3,9.224011577979332e-05
1031,79,919,0.028256222133876692
1032,678,5,0.00015373352629965555
1033,812,1,3.074670525993111e-05
1034,579,3,9.224011577979332e-05
1035,510,12,0.00036896046311917326
1036,1448,1,3.074670525993111e-05
1037,1176,1,3.074670525993111e-05
1038,198,88,0.0027057100628739375
1039,17,18017,0.5539633886681788
1040,212,101,0.003105417231253042
1041,28,8236,0.2532298645207926
1042,1290,1,3.074670525993111e-05
1043,1089,1,3.074670525993111e-05
1044,404,18,0.0005534406946787599
1045,1656,1,3.074670525993111e-05
1046,1147,1,3.074670525993111e-05
1047,720,1,3.074670525993111e-05
1048,917,2,6.149341051986222e-05
1049,489,7,0.00021522693681951774
1050,515,9,0.00027672034733937996
1051,616,7,0.00021522693681951774
1052,1245,1,3.074670525993111e-05
1053,1211,1,3.074670525993111e-05
1054,83,892,0.02742606109185855
1055,63,1504,0.04624304471093638
1056,516,6,0.00018448023155958663
1057,571,6,0.00018448023155958663
1058,666,2,6.149341051986222e-05
1059,542,4,0.00012298682103972444
1060,216,66,0.002029282547155453
1061,395,15,0.0004612005788989666
1062,882,2,6.149341051986222e-05
1063,295,36,0.0011068813893575198
1064,694,6,0.00018448023155958663
1065,213,87,0.0026749633576140064
1066,274,41,0.0012606149156571755
1067,1304,1,3.074670525993111e-05
1068,801,1,3.074670525993111e-05
1069,163,167,0.005134699778408495
1070,833,1,3.074670525993111e-05
1071,669,5,0.00015373352629965555
1072,223,79,0.0024289897155345577
1073,352,18,0.0005534406946787599
1074,1512,1,3.074670525993111e-05
1075,362,18,0.0005534406946787599
1076,221,74,0.002275256189234902
1077,752,2,6.149341051986222e-05
1078,688,3,9.224011577979332e-05
1079,1207,2,6.149341051986222e-05
1080,594,5,0.00015373352629965555
1081,460,8,0.0002459736420794489
1082,499,4,0.00012298682103972444
1083,265,53,0.001629575378776349
1084,111,412,0.012667642567091618
1085,851,1,3.074670525993111e-05
1086,1076,1,3.074670525993111e-05
1087,1530,1,3.074670525993111e-05
1088,968,1,3.074670525993111e-05
1089,16,22952,0.7056983791259388
1090,62,1737,0.05340702703650034
1091,893,1,3.074670525993111e-05
1092,993,1,3.074670525993111e-05
1093,326,34,0.0010453879788376577
1094,568,6,0.00018448023155958663
1095,371,16,0.0004919472841588978
1096,655,6,0.00018448023155958663
1097,413,12,0.00036896046311917326
1098,649,1,3.074670525993111e-05
1099,183,113,0.003474377694372215
1100,100,653,0.020077598534735015
1101,150,236,0.007256222441343742
1102,656,1,3.074670525993111e-05
1103,421,12,0.00036896046311917326
1104,429,20,0.0006149341051986222
1105,1498,2,6.149341051986222e-05
1106,835,1,3.074670525993111e-05
1107,25,9023,0.27742752156035844
1108,122,352,0.01082284025149575
1109,141,228,0.007010248799264293
1110,648,1,3.074670525993111e-05
1111,570,5,0.00015373352629965555
1112,1026,1,3.074670525993111e-05
1113,923,1,3.074670525993111e-05
1114,434,14,0.0004304538736390355
1115,211,97,0.0029824304102133176
1116,901,1,3.074670525993111e-05
1117,530,8,0.0002459736420794489
1118,928,1,3.074670525993111e-05
1119,536,7,0.00021522693681951774
1120,465,7,0.00021522693681951774
1121,449,13,0.0003997071683791044
1122,520,4,0.00012298682103972444
1123,64,1616,0.04968667570004867
1124,55,1964,0.0603865291305047
1125,148,236,0.007256222441343742
1126,790,1,3.074670525993111e-05
1127,828,2,6.149341051986222e-05
